Species	RNAdensity	5UTRdensity	CDSdensity	3UTRdensity
DFHO	157.17576055712914	630.5754478144157	37.82511576451581	27.75362771632684
DFYF	34.847342427564556	109.48184318765331	26.5879041549676	22.10877052355882
DGXS	111.18108621048668	299.2132163949222	97.7114479141401	20.388208301069522
DHAW	42.023384968954936	115.12644395878863	40.68370346122532	7.346658287708702
DHPO	81.6664654779262	299.0602396676055	59.864677094720925	24.504540635262448
DHWX	68.44696823369034	133.5026105848436	44.740746824649776	74.14963932315904
DIHD	32.663826058497634	102.35304457660513	26.910457912618135	12.304390944952615
DJSE	23.05392403343362	54.66597005807112	19.442502755763435	14.527333919960913
DKFZ	32.00219237554528	102.8919804201035	26.85845293936424	13.20941874563974
DLAI	17.15659555837555	55.59423620137821	12.096054612586935	19.492209552286013
DLJZ	18.361115440468858	67.26968541456189	11.5048367566386	22.29682891492858
DMIN	82.42684717345936	269.9251020615059	64.8614156968132	25.57999174526753
DMLT	36.058335590650174	118.25744210940627	26.68022397444705	15.66335587035258
DOVJ	21.071081849947966	45.06534474988734	19.908696603179948	11.585500075915514
DPFW	89.57362241049448	229.11607020116392	84.47193210373752	27.445096737431452
DRIL	48.32609982214116	115.22867088287545	42.05037635086834	38.42959354151807
DSUV	19.718604558174537	52.01319079435043	11.404676338053651	30.56371624925807
DTNC	20.155631840458874	53.216206474492154	16.59380036096396	11.727638168854952
DUNJ	43.51859100251228	156.67132303498616	34.276386890830885	19.703934312712697
DUQG	20.950523152889627	84.65008602921664	15.85288522511097	9.577753470315866
DVXD	69.36073181306776	307.52877503742684	45.182051353568085	26.94819605605225
DWZT	85.15983636528043	417.4029614283103	76.36094728912896	33.162370260516944
DXOU	26.872827187652693	55.858960421778114	17.741356028291012	36.774991851815535
DXQW	51.63676766346936	156.0203807194471	44.187590508249734	22.538703179365815
DZLN	47.37526555717847	98.85586335240387	45.3629371472886	23.502646397984414
DZQM	16.555783511176898	36.52100223558174	13.717813833759182	6.985934456057679
DZTK	17.92887500147351	58.82224192083347	14.760410423754982	13.091044944830058
EAAA	61.20611575932373	167.15813274838573	51.16717249406778	24.469174837052087
EAVM	83.84395339160346	278.2473477247471	73.13763901733822	17.836645313477185
ECTD	18.28901923918802	56.052013175702186	9.471024348109395	31.874764826430244
EDBB	34.025276531485396	86.59147106080967	30.754529727178745	14.60032869783477
EDEQ	35.69674459813876	129.53890176038502	12.56853203923585	51.140257879220655
EDHN	59.941990832545315	166.4748152350675	52.30720280297249	21.77908661073
EDIT	65.58978864583676	223.13637125559433	44.889711723748285	25.013504191415738
EDXZ	39.51459960710588	119.9115848534176	29.848131027745982	22.217637630330252
EEAQ	81.42194600850765	339.85122868459575	15.372354842494042	35.02444896715912
EEMJ	36.19286927528409	79.37942332867073	32.37517097301035	23.977546055727927
EFCZ	95.91119449193688	343.10423643261726	75.10417175024361	19.622093653542777
EFMS	17.99720082280187	38.52758265572596	13.259420022360686	15.65482453737198
EGLZ	30.437878800384244	69.48635632761449	26.30002938301483	10.211342294869217
EGOS	66.93428978150703	293.2723326881342	40.700470165801654	22.48925116018412
EHNF	35.211977570784626	141.8595483659282	22.324008546528713	29.842465828874488
EILE	26.015550685862344	77.33077943477149	20.205185811402647	15.412412771936197
EJBY	41.26918459857928	115.1511957344454	38.293664779925734	9.32103950363068
EJCM	58.48838151853503	130.65027461310194	54.41627167448115	17.85001472626215
EMAL	34.47707994035086	109.55113329242889	23.70201618646841	34.65123531653903
EMBR	41.27764795938224	105.00850435116449	34.6603610913518	30.858968111041047
EMJJ	93.52942923148503	312.6769537665893	72.17584762350451	28.093280929999974
ENQF	11.646897526512701	33.490287816533204	6.632961964590781	8.093582122641891
EQDA	64.9688767388286	162.87359569789055	57.85384086083518	25.613345253874083
EQYT	57.69439327406937	111.23458510039731	58.607826421225646	23.116808931361632
ERIA	28.29032219290108	79.47845254749541	23.473139878011228	20.21615666051146
ERWT	48.27595339560149	124.98602709028127	42.27572797243055	30.996788682291236
ETCJ	14.337915214543763	31.97911763618357	10.110473002394574	11.93823256592848
EVOD	10.5232040950644	36.93118099611502	7.353366331217888	6.389101725840131
EWXK	63.07355343689918	167.7152266126281	41.745418289091255	48.02441774840186
EYKJ	24.650658295098296	71.04963087013789	20.56198939377904	16.413325168980652
EYRD	38.1741786646344	154.39617493192614	25.9878187732698	16.762810978290158
EZGR	72.49468229898825	181.92554771519409	63.67684123052807	39.79119135603333
EZZT	25.906432412137317	63.69467321447907	25.241009667250736	7.928080187401161
FAJB	44.20424032297066	78.03654339846574	22.02342237126057	54.301950453117364
FAKD	32.20316304666913	75.62479763716209	27.216244347559318	25.20641917133659
FALI	50.43203182926008	130.5062357038355	45.3084645029207	17.742045050408986
FAMO	41.14008336941972	102.32488149875856	31.97327450647392	26.33339126679412
FCBJ	13.434637445471138	37.836124986233735	11.774685371165123	7.911513905416456
FCCA	28.987871014033356	87.28857569159214	24.024742911118857	11.22667854000189
FCEL	96.58306018569073	373.66220564806224	85.52300645109602	17.130810314958236
FCHS	40.84344511662063	103.81724081004678	32.47850114562762	29.858003864478786
FDMM	49.48247640991967	143.48476300107316	44.38377560444122	20.644367664798114
FEDW	36.1864930494628	43.92301444323862	38.3375613564352	21.90500529370961
FFFY	21.25930475971228	35.683718690865554	21.335287492360177	11.1187188653455
FFPD	46.17618004914917	162.3632934635721	21.848424550829034	24.63604390616794
FGDU	64.0989085748504	237.5054514136608	52.4690293674534	17.741290666744437
FGRF	111.45223950206383	460.32326786268334	84.86795297359788	14.676072131995994
FHST	13.035440583053093	20.229388211095625	12.14802744299538	9.639892544859332
FLTD	41.01020441779939	124.42219733018679	25.109995057676933	28.594678450168427
FMWZ	19.048358404520105	51.981942608877596	13.534866899923555	7.6860553818720545
FNEN	33.61230792902097	84.16563797553584	31.070930055904192	16.55884534299905
FQGQ	54.02776278290397	138.08816929609557	37.74432659665927	35.83454530323451
FROP	48.43586623638521	114.41512173374417	41.914363852032096	26.688236818921165
FRPM	15.36552176628724	30.778911657683782	11.975038886800386	12.983009764600329
FUMQ	40.68709562141736	107.05893854779754	35.47956773610866	17.677899369333186
FUPX	37.79228443518767	86.63560647761945	32.77514396046295	24.080039298624136
FVXD	25.04507735599648	89.86363403496955	19.03443996394877	17.127726909293894
FWBF	39.38293228675625	105.57382389682896	35.03100275360122	20.388008445564463
FWCQ	95.29967556192592	301.5193554929383	85.5563445009094	16.07581353663879
FXGI	54.8603225737049	199.40512269124883	37.64913344472284	30.120578443278788
FYSJ	47.52087504487777	133.60136674890418	45.77295331800438	10.408558213950887
FYTP	61.81687209758622	219.8679213310148	46.265459061332244	39.44051693370861
FYUH	33.01485455893759	79.62479547356456	31.011906307107424	14.47541435031984
FZJL	48.305869285661736	120.32179942478813	40.11176716500058	25.85619627913505
FZQN	46.376064366535	186.219554836211	33.393185156223616	20.517407281314867
GAMH	15.570174990653076	35.76975704205478	13.580740312052566	6.023591482090916
GANB	73.47275791048091	207.1202784306467	50.113446801923715	54.058726359513614
GAON	19.374804076644402	54.25613712355792	11.303116922797061	13.215611995346675
GBVZ	8.61081690820008	27.0489320098045	6.077787320748008	9.346435868115949
GCFE	38.30876860524257	90.55093736131676	35.370551464587265	11.904370866124546
GCYL	119.35350727674714	398.6927899391287	91.27874933536576	40.00895168028563
GDKK	114.8927886222612	410.6940216879217	100.2389643032318	9.124649556427974
GDZS	30.888270546555997	111.50854771572958	20.092023950188647	21.281348247809706
GEHT	32.78546373026246	88.32290855367222	31.10604677787798	17.168093394428066
GETL	38.866466492403376	106.08581216534787	31.4398458699466	25.532838421815256
GGEA	16.41389547732196	36.11485348891841	12.55773079613232	12.670001367710404
GGJD	33.30748290790449	77.86973655826287	17.051732624478813	63.714081186730986
GHLP	20.00233118706132	84.22219921708448	11.004722431812898	20.47714302900459
GIOY	74.45803599069671	169.7583534511873	67.68249446047248	53.186258276484246
GIPR	17.84552184913542	41.30430741969926	17.143549924121825	12.486488438355389
GIWN	71.66519352239796	251.77259011052075	52.483164921233566	41.99685723518357
GJNX	56.777861990937424	181.82189711132548	43.55078238980563	27.5556192953214
GJPF	31.220967852983964	74.51557325132593	33.55518071795038	7.576714231594899
GKAG	14.562773236428042	36.32376751786754	9.496307399893471	10.119269078448285
GKCZ	11.97088327585836	20.888534979434286	10.145097305049275	9.89778883397449
GLVK	34.50321229076	130.04482345995174	25.67236931547593	12.309408341186499
GMHZ	13.310756336713776	28.29749188150198	10.958451963625818	7.885444686510688
GNPX	56.0815673063483	118.13334301092358	51.14769824267208	27.237986653815483
GNQG	20.049441003218927	42.811650044181214	14.368539537668704	16.006513267620996
GNRI	33.386553126598386	86.63606093952122	29.21614598056026	12.792455893356506
GOWD	19.762565489707004	30.47619473673321	15.526286665583507	23.42991028058746
GRFT	36.74558704274734	91.199630463835	33.69791850082514	16.308772409765798
GRKU	48.946151517922864	111.48350731573356	35.46245679382285	58.34315279186736
GRRW	24.464605670794423	47.128276724351146	16.636461683951506	44.00102476070824
GSXD	39.0437578905213	101.15179634189501	25.73028307196397	28.55739210325639
GSZA	65.65772104756138	147.34600932016383	58.58243638098556	34.76213206455843
GTHK	15.376583823401203	26.748358898163083	11.584978186419093	16.384259597522878
GTSV	12.565465232423522	16.047042797463142	13.859047606248499	3.308191081116845
GUMF	26.56985774869768	98.60906033292332	19.89507262179754	9.443474711288609
GVCB	51.84715253247567	105.28181597972338	49.662176493167486	25.211165242670507
GYFU	42.56712716607004	115.57234973558884	23.694098023600617	52.53202023339028
HABV	15.916606775332196	22.08037255610422	16.772650994506957	7.922455010358609
HAEU	46.84819598990597	89.5695272309601	47.00369328452205	19.014391581866334
HANM	29.182762583869998	94.28523124807636	18.26546006215913	30.566792945730025
HATH	106.04168170899534	630.8667138083551	71.48925182110432	22.27937500783259
HBGV	18.067857165875925	35.46916842534627	14.318176714334138	20.139922108851245
HBHB	32.54759480971423	62.345724807363894	28.88911984201847	24.839908362748186
HBUQ	82.90266907599279	348.69494111271456	54.77420180153617	19.90678723442049
HDSY	32.177752514827006	70.55506376840103	22.767184955794445	42.09664885417132
HDWF	17.793228404532325	68.01464243585814	14.574166097271604	7.475648076391156
HEGQ	46.47797706747416	119.39318414160032	33.89933977870905	31.83344321571446
HENI	45.04691176962953	100.9835961292272	39.30685598357892	28.23397186331628
HERT	15.91073960977992	18.636985865856094	14.23035865609362	17.999954608810118
HGSM	37.83432893576493	148.32794537073198	23.855565848790448	20.386578207173883
HILW	17.691329430212498	45.381733974728505	13.188073902863076	6.256375544602594
HJMP	24.368978740469334	75.75281995132882	21.19945997453056	8.86196462907945
HKMQ	50.006061885919266	98.62172931281148	47.29341861990815	31.704920960971688
HLJG	44.948227253574174	116.55695608271496	38.00114003420103	40.153188201023525
HMHL	29.49272629691588	65.53514732886545	16.608012701808114	20.364737105235015
HNCF	60.15229736421597	198.44752471097394	50.26975331261056	20.164900629265546
HNDZ	50.37229852431876	125.22544593905117	36.328408011456666	44.73808581857302
HOKG	108.9201423048615	401.44660954780994	85.38729367298427	23.34230919432577
HPXA	38.13442718634954	79.03328294773371	25.96020402681195	34.34923761501696
HQOM	15.98253366852831	40.40882959865951	13.208577334692436	11.092194337520116
HQRJ	30.474852539807273	90.9175418757004	22.778558689139505	22.9203812805426
HRUR	8.758567058493796	16.10830084431185	7.177806078841746	11.95466909027658
HRWG	14.074809671122729	36.79298541733018	9.193690370298864	8.940702045382288
HTFH	46.61392409331281	135.9103333217339	36.85115830560786	24.670826886197645
HTIP	29.32813405268586	82.42595660765868	25.578144980870967	9.86252497791652
HUQC	32.39877238106105	90.95991433810173	24.142008659827923	32.635687816899946
HUSX	44.46624317519343	120.84334437509774	42.02110670098205	16.055069494216845
HVBQ	28.59703625111006	43.229705362413725	26.83532923195383	22.114892670622673
HWUP	130.33499394034388	476.9386151947032	99.28066986411054	14.84353230188776
HXCD	41.406523000402885	114.91380628791633	35.35708135020498	15.406294438650166
HXJE	139.60847243722932	429.33232447321774	117.3164957719135	34.472014246647596
HYZL	37.57004313750429	85.77575470454069	35.280439471599074	15.382923100978143
HZTS	54.8396504436049	194.80690214000762	40.38683409715147	25.524935309303658
IADP	42.94292240759565	195.19786149898403	38.75975571734689	18.409824348617096
IAJW	16.321468882927107	32.97222727635925	14.04476255620752	10.803734701496134
IANR	66.59722862753073	204.20516320986343	57.11476549674686	13.074325769208011
ICNN	128.80521960028645	393.2434480830015	112.9155580586451	20.147344244239537
IDAU	50.25335822383992	110.1867017591052	47.04498676859747	23.402794126455884
IDGE	32.00126657644555	76.94558664597685	26.314998258833757	27.643716611137233
IEPQ	30.211383505980137	116.79927978151973	23.77421128437513	13.154090302323999
IFLI	11.388242625687308	21.800820437542466	8.811955620788506	12.693348253941094
IGUH	35.1756189057579	69.91170249075005	27.723126794607225	26.694533438312487
IHCQ	24.61703162250927	40.86753960890634	16.67535834786139	56.469975679625726
IHPC	59.13104884114672	193.14417632107407	42.68677346631519	36.45270879428109
IIOL	19.10878234560267	37.625095858023116	16.178701321677686	11.554654985338427
IKFD	23.574323465224587	61.66417984120881	20.945917640651835	9.30645331808564
ILBQ	15.821948485126672	28.663899757284216	9.780094996745738	17.145518638520585
IMZV	49.621550038839125	96.02959838670274	47.07235280618958	28.423873302877
INQX	27.018811224868298	116.88099623860911	19.85975090099187	14.494069255714287
INSP	57.163202658992034	177.0282085913497	45.60655900501165	24.555569086927708
IOVS	16.690509487431246	37.64601830215981	13.661817559186119	8.829764444918778
IPWB	19.142492660255463	15.740300777472482	21.014856351941845	6.99848455892051
IRAF	9.821170189409742	25.779552889413868	5.5252678219143725	13.512066401577602
IRBN	33.013818356186874	50.079720350951874	25.014216153901128	34.34458097860862
IUSR	21.280194658109217	71.25396350171978	18.7329137428268	5.611915818269704
IWIS	121.50467477623582	414.64097274772206	95.79509826753413	40.26317475132914
IWMW	18.965521134138164	35.7868179256171	17.191137703147472	16.162693674527798
IXEM	60.04369504868128	261.2035590621992	54.6568919279028	11.763169750773722
IXLH	42.158025328993176	115.88405204690034	23.367896680758825	51.14526504442685
IXVJ	35.23307042292829	90.85375611113021	29.484531658282613	25.567507350658364
IYDF	55.43151258377601	146.57892771609536	47.046461064159374	27.156701574457777
IZGN	18.884984990514372	46.13845304289136	14.129216079767689	8.905259590723897
IZLO	70.4825692180925	258.11945426714794	50.57386252294801	28.896363508659732
IZNU	48.271466963195216	124.1785205813865	42.442890483134974	31.821832551341263
JADL	38.94896567938006	89.55820712529574	28.330877320871497	24.77562834037934
JAFJ	55.77522429074787	210.78550989630276	40.42422983420452	28.02877731053989
JBLI	51.754228445211496	143.7410509603757	35.39666629257786	44.0652732597758
JBND	16.291296234427755	37.73732557162614	13.248051358537777	8.06229549677384
JCLQ	22.52739013849417	93.35633649951451	12.704485357766934	13.614712706870696
JCMU	20.546142644932427	43.42616803933699	15.616837508844712	22.631896808609174
JDQB	9.35809985654033	17.795930695912272	7.850970325157977	7.316752912067659
JDTY	94.99377461060573	304.47567622846833	75.2605912882347	27.152085619576656
JEPE	38.660223977241216	104.19782091427432	34.56910217359842	9.604433585230078
JETM	22.040844170477463	56.71601358695522	18.231369146010564	13.749441543515974
JEXA	24.503842599177823	52.75549432432866	21.785246486448216	18.374898780737364
JGAB	53.47901832957179	226.77565074469274	33.07165488478754	23.343071676801603
JGYZ	25.640522885674944	93.50380689464829	12.154948065173224	35.779867550772494
JHCN	9.460298650044342	26.182876922150452	8.45191844462162	5.573892630106266
JHFI	35.73498013903526	56.40092731480198	16.293000282683558	54.133528214034904
JHUL	128.92201120613532	522.3978563541032	96.87730324412365	15.337694437772113
JKAA	29.88798651362713	64.67254398127335	21.00090039788532	35.58974127542259
JKNQ	45.752215230465616	84.93892163486554	45.08766135359483	19.88786192225761
JLOV	67.39475363863055	170.06585800351186	64.01087200041361	41.19308351650525
JMXW	38.22862445334338	129.39913741610718	20.618221608041782	31.330546371940944
JNKW	36.774085966443536	80.69568171924273	31.320176631539503	22.460220703112714
JNUB	51.64991123169845	198.45668915325663	42.706026784331996	14.475846624147415
JNVS	30.69600131463876	123.36690955401183	18.370836709130792	24.37466920091799
JOIS	80.50512149820645	172.55008032905766	79.24696365258765	28.477986516422803
JPDJ	56.21779763089607	143.76029691563295	50.73365086961706	17.40934288707294
JPYU	37.78434292397916	85.32764220844611	18.315535388903072	37.489248829295164
JRNA	14.95811892901198	37.33203694378376	11.322661050626786	6.143758574863042
JSAG	67.7066535060697	152.9448817554875	63.237640886738866	29.26878487943764
JSZD	29.549906460074006	69.87670566617061	28.387367874431643	10.214669798030442
JTQQ	56.78597810418638	139.40240722611387	53.739248021493665	18.052096710005372
JTRM	23.295439706031708	46.25396367058622	23.139287192892297	8.022093217842555
JUWL	20.588461337619133	44.167069638597276	16.62951701854378	12.2210431605739
JVBR	97.48114613748187	260.409277877299	90.54531329622176	23.56807215898674
JVSZ	94.48376575037406	267.9070425747889	58.61850044642395	88.65761747536574
JWEY	29.18885539096115	78.36495317062074	25.398775859421864	14.821846696228016
JYMN	37.69389108646874	109.21749792807982	32.15266336744615	19.143857251619497
JZVE	23.975227383328267	61.61709596142174	19.827157238019247	6.744824636543222
KAWQ	18.08959383315507	32.40904599426523	16.22101630164629	10.4166855374738
KAYP	168.41180190583174	321.7450801511794	173.59164001209055	42.04484421707075
KBRW	45.9320452836198	95.75931149055039	43.204473565801756	28.87339617307195
KBXS	28.76477179199881	59.6702729209792	33.053952573221416	5.910909382977555
KCPT	57.696845975367125	209.54752955769928	43.15223069395866	20.489780666812372
KDCH	109.36897856889064	362.64494479285327	89.6934963897328	26.471945453353126
KEFD	35.498677843695084	72.78474722837083	31.458991600790448	21.745845707091263
KEGA	62.772132488569866	79.46839692690541	65.2544138331047	42.8702861175296
KFZY	36.15277062666018	74.40667713454657	32.51789463146584	24.462723325846486
KGJF	36.27082445611014	75.93389795986973	33.18809944926161	22.002099366981266
